artist_name,track_name,track_id,track_popularity,artist_id,artist_followers,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
DannyLux,El Dueño De Tu Amor,3sgf3LgcrNoqOB1jm7PIP0,65,6ElqtIfQsAkEYypgfJIjeK,586520,"['corridos tumbados', 'nueva musica mexicana', 'sad sierreno']",69,0.505,0.276,4.0,-12.784,1.0,0.0343,0.756,0.000508,0.369,0.596,103.056,225000.0
DJ Snake,U Are My High,3S7A85bAWOd6ltk6r2ANOI,69,540vIaP2JwjQb9dm3aArA4,8206778,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",76,0.503,0.783,0.0,-4.761,0.0,0.0385,0.0221,0.00223,0.14,0.213,125.122,180480.0
Carlos Vives,"Colombia, Mi Encanto",2Q5q1q01KOdHt5fM00WUJ8,67,4vhNDa5ycK0ST968ek7kRr,5627207,"['champeta', 'colombian pop', 'latin pop', 'tropical', 'vallenato']",73,0.718,0.88,0.0,-7.567,1.0,0.11,0.0223,0.0,0.908,0.814,124.007,175280.0
Claire Rosinkranz,don't miss me,5MG69A9XyXDbBbeOxdR3Tl,66,3V0ZQW0dNuVaFtbVYgSI24,330459,"['indie pop', 'modern indie pop', 'pop']",62,0.796,0.727,1.0,-4.726,1.0,0.04,0.793,2.49e-05,0.0858,0.818,104.98,123950.0
blackbear,@ my worst,0mHGftgYtmpH4y17T3VZ2E,67,2cFrymmkijnjDg9SS92EPM,4804464,"['pop', 'pop rap']",78,0.615,0.774,4.0,-5.152,0.0,0.0551,0.0173,0.0,0.15,0.336,136.887,191364.0
JELEEL!,DIVE IN! - SPED UP!,1I3DclkIlscxB8FjPpocCI,69,1FX1BFU0DbHRYgKP83pA0d,115953,['rhode island rap'],60,0.602,0.795,11.0,-5.086,1.0,0.134,0.000603,0.152,0.402,0.526,174.809,80446.0
Galantis,Dandelion,4NexTaCZZ7Ehnf03A6SVjt,68,4sTQVOfp9vEMCemLw50sbu,3288765,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",73,0.8,0.66,0.0,-4.903,1.0,0.158,0.158,0.02,0.14,0.634,117.923,140012.0
VANO 3000,Running Away,2lDODk7inZnmUHbIjUnIwP,68,770glnH67Mk4u2D41sxAhx,51412,[],52,0.58,0.696,7.0,-10.91,1.0,0.0408,0.66,0.852,0.145,0.721,93.688,111787.0
Taylor Swift,it’s time to go - bonus track,1kdWw77ZpYOkhxeuhzU1j6,67,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.592,0.41,0.0,-12.426,1.0,0.0397,0.801,1.39e-05,0.09,0.416,151.923,254640.0
Griff,Walk,6tHISnh1biy5luSS9cvaNc,68,5RJFJWYgtgWktosLrUDzff,207784,"['dance pop', 'pop', 'uk pop']",62,0.803,0.849,11.0,-6.186,1.0,0.092,0.197,0.000938,0.166,0.67,103.989,152895.0
Ed Sheeran,Overpass Graffiti,4btFHqumCO31GksfuBLLv3,77,6eUKZXaKkcviH0Ku9w2n3V,105322954,"['pop', 'uk pop']",89,0.52,0.849,9.0,-3.794,0.0,0.186,0.00253,0.0,0.119,0.774,175.908,236907.0
J Balvin,Qué Más Pues?,6D2TCm4nf5nxAcdGJ7w3QP,75,1vyhD5VmyZ7KMfW5gqLgo5,35845531,"['reggaeton', 'reggaeton colombiano', 'trap latino']",87,0.903,0.817,8.0,-3.972,1.0,0.095,0.0272,0.000311,0.242,0.732,102.014,217360.0
OneRepublic,Run,2UbVnbE5FH6008mAm6Mmgw,74,5Pwc4xIPtQLFEnJriah9YJ,14558147,"['piano rock', 'pop']",84,0.682,0.72,11.0,-8.173,0.0,0.0381,0.326,0.0,0.148,0.673,117.003,169011.0
Taylor Swift,Stay Stay Stay (Taylor's Version),7eQj6r5PIdYKEIZjucBMcq,67,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.693,0.681,0.0,-7.039,1.0,0.025,0.0848,0.0,0.0768,0.663,100.02,205787.0
Gaea Antoniou,Eudaimonia,6KU6lJNEwpHSB8EdI6klNN,70,3L8lia6SiogIvkEl2qQ32d,280,['sleep'],52,0.0802,0.00761,2.0,-32.863,1.0,0.0497,0.975,0.9,0.112,0.0623,172.676,177000.0
Ivan Cornejo,Te Sigo Extrañando,16vD4FNr9InS8EC2K6bj1X,62,6PH3FLQAxtqYy46Zv08bpV,651648,"['nueva musica mexicana', 'sad sierreno']",75,0.596,0.402,1.0,-9.204,0.0,0.0306,0.631,1.34e-06,0.113,0.341,50.947,196967.0
Bizarrap,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",1VauUM5CBX7nkLcgafQL2B,78,716NhGYqD1jl2wI1Qkgq36,7839654,"['argentine hip hop', 'pop venezolano', 'trap argentino']",85,0.783,0.524,5.0,-6.455,0.0,0.0554,0.241,0.0,0.271,0.839,117.496,164896.0
Lily Meola,Daydream,7CFPVdKn4FFkIm7rZYhNZQ,71,5WC6EbIrTO76x30w5LtzS6,56526,[],54,0.426,0.46,5.0,-8.216,0.0,0.0713,0.592,0.0,0.101,0.0753,92.378,189672.0
Taylor Swift,White Horse (Taylor’s Version),5YL553x8sHderRBDlm3NM3,66,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.423,0.517,0.0,-7.377,1.0,0.0486,0.369,0.0,0.177,0.366,185.262,234516.0
CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,4gvrJnKCKIPiacNsWVQwEU,79,048LktY5zMnakWq7PTtFrz,1095132,['afro r&b'],72,0.579,0.596,8.0,-4.823,1.0,0.0561,0.436,0.0938,0.0549,0.443,119.9,188369.0
Taylor Swift,gold rush,3Dby3p1m6IOZn2gIIqECgK,66,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.512,0.462,9.0,-10.491,1.0,0.0408,0.83,0.166,0.121,0.353,112.05,185320.0
Lovejoy,Perfume,7ITzf6TxMKnUwgXfNRfMxI,67,33tFkBLsl6f8TjKkV0uF0C,1196680,"['dream smp', 'indie pop']",65,0.623,0.788,8.0,-7.777,1.0,0.0415,0.000247,0.271,0.0978,0.955,121.974,207010.0
Mitchell Tenpenny,Truth About You,0M0YznaIOwAdoo2cT2KwpK,63,1p6CdzJRoicjRcSdWoB9Qc,358755,"['contemporary country', 'country', 'country road', 'heartland rock']",66,0.517,0.712,10.0,-4.65,1.0,0.0376,0.092,0.0,0.109,0.699,80.999,203040.0
Conan Gray,Telepath,3Z39gbqdaGL3WJXBG0gcuE,69,4Uc8Dsxct0oMqx0P6i60ea,6916596,"['bedroom pop', 'pop']",80,0.606,0.819,9.0,-4.804,1.0,0.049,0.00298,0.0,0.0702,0.744,75.006,194973.0
Meryl Stream,Rain Again,6SoSVRemix7GmsZZusXXhY,68,7wU4Xw4xqmBzfy2TIej8qa,64,[],50,,,,,,,,,,,,
Monsooners,It's Heading Our Way,67nCwIKYC4M0hFskf2skPP,67,5BnvoIO9j362IcN5NkZ9Tq,59,[],49,0.171,0.997,1.0,-21.94,1.0,0.0467,0.408,0.989,0.907,1e-05,80.955,106250.0
EKKSTACY,then i met her,5sFIYKbII6QzRT57hCza5Z,68,0ynzbXwyCzxicMKHBoOkSH,109184,[],66,0.457,0.869,1.0,-7.639,1.0,0.0279,0.00226,0.02,0.256,0.434,157.061,138307.0
Wacotron,Gram And A Hoodie,6CwadkgspvtRGHU6zJV004,64,4CAL0nDGvLhUfQEpwSLnUz,29714,"['pop rap', 'trap']",59,0.829,0.643,1.0,-5.527,1.0,0.381,0.0478,0.0,0.154,0.572,129.955,148011.0
Hot Freaks,Puppy Princess,7dyi7AorhfCTJvGFjXwpyU,66,0wGzciem2JUvglxX6Hr3E9,92275,['indie pop'],53,0.642,0.702,1.0,-4.342,1.0,0.0551,0.162,0.0,0.289,0.693,121.971,255733.0
Meek Mill,Sharing Locations (feat. Lil Baby & Lil Durk),3T9BKc4kB7ukeNQrCqv6ZV,64,20sxb77xiYeusSH8cVdatc,6678775,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",74,0.681,0.63,1.0,-5.585,1.0,0.0385,0.00383,0.0,0.139,0.183,151.951,161053.0
Chris Young,At the End of a Bar,2NYOqKy4VX6dqVtzrv1Cx9,63,4BYxqVkZyFjtik7crYLg5Q,2659714,"['contemporary country', 'country', 'country road', 'modern country rock']",66,0.494,0.782,3.0,-4.228,1.0,0.0409,0.0443,0.0,0.0921,0.44,75.932,186373.0
Florida Georgia Line,Long Live,0YfRAYTNTNszGg8VARrSIH,63,3b8QkneNDz4JHKKKlLgYZg,4986018,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",74,0.611,0.846,7.0,-3.548,1.0,0.0374,0.178,0.0,0.12,0.544,129.961,153253.0
24kGoldn,"3, 2, 1",2hx8cZug1bgRMXgW5RCTUV,66,6fWVd57NKTalqvmjRd2t8Z,1905340,"['cali rap', 'pop', 'pop rap', 'rap']",73,0.694,0.708,0.0,-2.066,1.0,0.137,0.246,0.0,0.152,0.69,164.958,131587.0
MEDUZA,Tell It To My Heart,46nvQpUDsxpS08UTFOeKTA,74,0xRXCcSX89eobfrshSVdyu,570737,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop house', 'tropical house']",76,0.539,0.715,11.0,-6.639,0.0,0.0595,0.0265,0.0,0.609,0.489,123.854,165524.0
$uicideboy$,Life Is but a Stream~,5wRSnumY0x8O47QuxgqwhR,64,1VPmR4DJC1PlOtd0IADAO0,4796091,"['dark trap', 'new orleans rap', 'underground hip hop']",84,0.755,0.669,5.0,-3.172,0.0,0.0387,0.217,1.66e-06,0.102,0.227,124.977,122880.0
framed,uhh,3iDQnloxYVrnzE0eNZ85en,66,6qW2MCeqjNlMwiLl0JPbuZ,59208,"['sped up', 'viral rap']",64,0.424,0.413,6.0,-15.691,0.0,0.0816,0.51,0.00808,0.13,0.236,113.412,83948.0
Drake,You Only Live Twice (with Lil Wayne & Rick Ross),50ceCGZ3oD3U5caQV5bP6f,65,3TVXtAsR1Inumwj472S9r4,69021028,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",97,0.519,0.851,7.0,-6.001,1.0,0.29,0.118,0.0,0.178,0.711,123.823,213104.0
Polo Gonzalez,Tan Solo Morro,0KUPRHjyvFMnl4XLN3q1S1,71,0OpXeanba0vYnyoft00BP6,315188,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sad sierreno']",63,0.656,0.715,1.0,-9.3,1.0,0.0332,0.0912,0.0,0.13,0.961,147.125,144545.0
Selena Gomez,Baila Conmigo (with Rauw Alejandro),079Ey5uxL04AKPQgVQwx5h,74,0C8ZW7ezQVs4URX5aX7Kqx,38538228,"['dance pop', 'pop', 'post-teen pop']",84,0.823,0.544,5.0,-7.132,1.0,0.0715,0.0215,0.00315,0.0966,0.664,149.903,186088.0
Leonid Antonov,Atwined,1heAYXQYiL5e2VBRClCaif,69,32fb0CzojuxZhDwienUYu5,581,[],56,0.175,0.00327,5.0,-37.357,1.0,0.048,0.981,0.884,0.0987,0.051,66.529,140250.0
Eslabon Armado,Tonto Perdedor,67WSWDDuEEmBIXTchwACs1,65,0XeEobZplHxzM9QzFQWLiR,3013786,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",77,0.567,0.302,9.0,-11.25,1.0,0.0355,0.627,4.75e-06,0.0873,0.539,64.273,202507.0
Cody Johnson,Stronger,4N3IheRvS1NzWBPQ3Fvb6r,61,6zLBxLdl60ekBLpawtT63I,745929,"['contemporary country', 'country', 'country road', 'texas country']",72,0.453,0.7,1.0,-4.741,1.0,0.038,0.131,0.0,0.186,0.447,164.173,194760.0
Jordan Davis,Drink Had Me,4KOEQ1VPa1Ri5PWT1h84jt,63,77kULmXAQ6vWer7IIHdGzI,748086,"['contemporary country', 'country', 'country road']",71,0.699,0.642,11.0,-5.246,1.0,0.0319,0.376,0.0,0.0848,0.796,94.974,156200.0
VALORANT,Die For You,2lz3zjQ5QCVXiyOzIk02vW,73,3wrFoI9EVjWg6m8xXeWr5t,138831,['video game music'],60,0.598,0.705,11.0,-5.462,1.0,0.0333,0.0826,1.8e-05,0.133,0.104,95.018,212927.0
Bryce Vine,Miss You a Little (feat. lovelytheband),2tijppLc0gaWA2AfPDANvq,64,1ShZZUjkbXCjhwrb18BA8I,469694,"['electropop', 'pop', 'pop rap']",64,0.636,0.886,0.0,-4.76,1.0,0.0433,0.347,0.0,0.171,0.589,140.888,168180.0
Hisohkah,School Rooftop - Slowed Down Version,6IaSUc4wx1rzo8lGs4KOot,67,72y6MZHIPEyS64ACSCtIq6,21127,"['lo-fi chill', 'sad lo-fi', 'weirdcore']",55,0.74,0.255,10.0,-7.293,1.0,0.0534,0.275,0.894,0.105,0.231,142.568,193732.0
Drakeo the Ruler,Talk To Me,3Kwdm0iLyEiRB8InsZoo6n,66,0p4ViyfJUTW0IT4SCBLexf,274968,"['cali rap', 'viral rap']",62,0.773,0.281,1.0,-9.781,1.0,0.11,0.24,0.0,0.112,0.465,102.019,227706.0
Ed Sheeran,2step,2SUxn2O9NHL6GHGQFgwCY0,75,6eUKZXaKkcviH0Ku9w2n3V,105322954,"['pop', 'uk pop']",89,0.763,0.661,4.0,-5.592,0.0,0.056,0.169,0.0,0.117,0.632,95.002,153627.0
BoyWithUke,Loafers,0jcPxc7Fme2oYb2MfFkOy6,67,1Cd373x8qzC7SNUg5IToqp,2637002,['sad rap'],76,0.652,0.649,1.0,-9.143,1.0,0.335,0.544,0.0,0.118,0.557,100.465,215394.0
STAYC,STEREOTYPE,2bZIDMpzVooosmPHn0tHnd,69,01XYiBYaoMJcNhPokrg0l0,1055329,"['k-pop', 'k-pop girl group']",66,0.605,0.805,6.0,-3.212,1.0,0.0641,0.313,0.0,0.659,0.738,148.298,191696.0
Justin Bieber,Hold On,4u4NyuceXP7Uzh7XFJKCr1,73,1uNFoZAHBGtllmzznpCI3s,67640519,"['canadian pop', 'pop']",89,0.658,0.634,1.0,-5.797,0.0,0.0413,0.0106,0.0,0.132,0.29,139.98,170813.0
Yung Bleu,Beautiful Lies,3BjwSq6phb60SOdTZw5pZY,64,3KNIG74xSTc3dj0TRy7pGX,1204880,"['alabama rap', 'pop rap', 'r&b', 'rap', 'trap']",68,0.481,0.362,3.0,-10.766,0.0,0.209,0.237,0.0,0.114,0.639,83.605,212879.0
The Neighbourhood,Fallen Star,60F6pgM6H6miNr5AmjxwjL,69,77SW9BnxLY8rJ0RciFqkHh,10737400,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",84,0.603,0.551,10.0,-6.259,0.0,0.0304,0.0696,0.0976,0.192,0.439,75.001,224939.0
Russ,Seduce (Feat. Capella Grey & Tamae),5irzewJoHob42Nq3P9kOYh,67,1z7b1Pr1rSlvWRzsW3HOrS,4599217,"['hawaiian hip hop', 'rap']",76,0.825,0.366,1.0,-6.973,0.0,0.0614,0.624,1.87e-06,0.0575,0.75,94.032,117447.0
Rauw Alejandro,2/Catorce,78QcVmzxS0wIwuC2rpAauI,71,1mcTU81TzQhprhouKaTkpq,14450535,"['puerto rican pop', 'trap latino']",89,0.768,0.56,3.0,-3.497,1.0,0.0859,0.709,0.000791,0.115,0.372,112.084,205714.0
Surfaces,Come With Me,16frIpnyUb9poRwQxQTmaC,70,4ETSs924pXMzjIeD6E9b4u,874065,"['bedroom soul', 'pop']",68,0.876,0.565,11.0,-6.569,0.0,0.0333,0.16,0.0284,0.114,0.931,111.936,209732.0
Slush Puppy,EAT SPIT! (feat. Royal & the Serpent),1aFP0G0GHQAAH9gfC95wT1,64,58eJhHRICp87T2IFcP0bYh,51862,"['socal indie', 'viral rap']",51,0.763,0.805,1.0,-2.694,1.0,0.395,0.0228,0.000154,0.0776,0.402,167.978,123571.0
Juni Tinley,Aphelia,3PFOZVcCigY9NLmnjl7z9O,67,6i1anbI9lYxG8g0440Up8r,1840,"['atmosphere', 'background music', 'focus']",50,0.185,0.0085,6.0,-35.346,1.0,0.0509,0.993,0.923,0.1,0.0893,70.637,140690.0
Relaxcation,Clarity,0MAlsJSQfEgP9VjUtNQL8Q,66,1Iww3Y4gDbNvjkqnjUzIZu,113,['rain'],48,,,,,,,,,,,,
LPB Poody,Batman,1xMvdOFQaql3EBkHmuh2TK,63,0wHeZY93Ede0g1jXaWsiFS,111919,"['florida rap', 'viral rap']",50,0.893,0.565,1.0,-4.74,1.0,0.268,0.0754,0.0,0.0375,0.808,81.009,156432.0
Dan + Shay,"10,000 Hours (with Justin Bieber)",4j5ffIFh7bFT7GZciP1TCy,70,7z5WFjZAIYejWy0NI5lv4T,2788363,"['contemporary country', 'country', 'country road', 'pop']",71,0.654,0.63,10.0,-4.644,1.0,0.0259,0.149,0.0,0.111,0.43,89.991,167693.0
Alvaro Diaz,Problemón,1mSviQV9iQnGSRyvTIuxAj,73,5J7rXWjtn5HzUkJ4Jet8Fr,240873,"['reggaeton', 'trap boricua', 'trap latino']",67,0.706,0.739,10.0,-3.753,1.0,0.0586,0.266,2.62e-05,0.126,0.371,91.906,192613.0
PJ Harding,Dear August,16gW9O8A4rIMx5OOVlzsSn,68,1RryIbDjpwt00AKkSpCGvP,15079,['australian singer-songwriter'],53,0.643,0.324,0.0,-7.817,1.0,0.0338,0.8,0.0,0.111,0.444,147.019,200940.0
Lovejoy,Sex Sells,5hNLVoNAD4OTWKeGFUDXwc,67,33tFkBLsl6f8TjKkV0uF0C,1196680,"['dream smp', 'indie pop']",65,0.468,0.724,0.0,-9.157,1.0,0.0342,0.00607,0.0,0.0923,0.706,146.104,246125.0
Walker Hayes,AA,77oKig47u34qCCFWKMfu1e,62,7sKxqpSqbIzphAKAhrqvlf,545972,"['contemporary country', 'country', 'country road', 'modern country rock']",66,0.635,0.747,4.0,-6.227,1.0,0.0293,0.00313,0.0,0.346,0.753,104.027,189560.0
Morgan Wallen,Quittin’ Time,7MFuhP7p3fPQc8sYyeWL1x,62,4oUHIQIBe0LHzYfvXNW4QM,4325366,"['contemporary country', 'country']",83,0.418,0.628,5.0,-8.493,1.0,0.0354,0.461,1.99e-06,0.186,0.462,83.926,224547.0
Taylor Swift,Holy Ground (Taylor's Version),7J4b3LVCIGO4CMBDFLPoP6,66,06HL4z0CvFAxyc27GXpf02,62572904,['pop'],100,0.622,0.809,9.0,-5.623,1.0,0.0638,0.0288,0.00218,0.109,0.511,156.894,202960.0
Cody Johnson,By Your Grace,0IlYvLvA257FhOau31pOK8,61,6zLBxLdl60ekBLpawtT63I,745929,"['contemporary country', 'country', 'country road', 'texas country']",72,0.558,0.546,6.0,-5.36,1.0,0.0261,0.234,0.0,0.227,0.4,135.918,238933.0
Ski Mask The Slump God,Dr. Suess,4nFAUqFou9ZbWNho3jeY1h,63,2rhFzFmezpnW82MNqEKVry,5187029,"['miami hip hop', 'rap']",75,0.897,0.685,8.0,-5.6,1.0,0.351,0.0106,0.0,0.0325,0.567,83.51,153173.0
Olivier Lupin,Objective,5uxhwtFzJw9Uf2k3uBNXqT,66,3ho5RtJG5r5HUTsUC7ZLSN,420,[],49,0.0713,0.0155,0.0,-36.311,1.0,0.0542,0.974,0.797,0.106,0.0339,180.455,103729.0
Maroon 5,Lost,18XlJEroUwFo0tLZxscgXE,73,04gDigrS5kc9YWfZHwBETP,38663350,['pop'],84,0.766,0.706,7.0,-6.553,0.0,0.16,0.223,0.00028,0.064,0.766,142.989,172598.0
Tai Verdes,A-O-K,1v3Ozpbcx2B926aVW0UuXk,64,2kCO8LXN1usaOPL3iEE28I,665034,"['modern indie pop', 'pop']",69,0.731,0.626,11.0,-6.919,1.0,0.0805,0.125,0.0,0.183,0.862,82.488,173640.0
DJ Khaled,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",20GrahbI4AzAOWxpYfDKkf,66,0QHgL1lAIqAw0HtD7YldmP,8697921,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",78,0.757,0.721,4.0,-2.906,0.0,0.0691,0.00196,0.0,0.647,0.364,124.036,165366.0
Distantic,Watch The Storm,3g8n6JHQDGGjrE27lAtpvn,66,6zA19zdA3bkCzHnAfcwFag,71,['rain'],48,0.158,0.542,1.0,-24.552,1.0,0.0805,0.000453,0.941,0.391,0.0352,131.109,153066.0
Stray Kids,"Red Lights (Bang Chan, Hyunjin)",0LatE4S9UtCDwIdGQsFFKL,72,2dIgFjalVxs4ThymZ67YCE,9601323,"['k-pop', 'k-pop boy group']",81,0.707,0.74,11.0,-4.311,0.0,0.0509,0.179,0.0,0.612,0.336,127.974,189907.0
Polo G,Don’t Play (with Lil Baby),2QIBJFl8DJR1mDh9GwfZef,64,6AgTAQt8XS6jRWi4sX7w49,8636824,"['chicago rap', 'rap']",82,0.684,0.624,2.0,-7.414,0.0,0.347,0.239,0.0,0.112,0.708,146.925,156735.0
DVRST,Close Eyes - Slowed + Reverb,5RE3w3M9g5vsotdIVtLONq,74,0XFgyr4jwM0MGeZZW0VzA5,246410,['drift phonk'],70,0.748,0.631,10.0,-10.057,0.0,0.051,0.0799,0.838,0.104,0.0799,88.502,143769.0
Tai Verdes,Let's go to Hell,38XLUjlR84JEwK0SOvX77a,66,2kCO8LXN1usaOPL3iEE28I,665034,"['modern indie pop', 'pop']",69,0.782,0.798,4.0,-5.07,0.0,0.0337,0.141,0.0,0.685,0.905,127.89,152182.0
Lauren Spencer Smith,Back to Friends,2Obwg8XE4sWXLpJSDlxn1r,67,79AyR6ATpj2LTPxfb6FX50,822712,"['alt z', 'gen z singer-songwriter', 'pop', 'post-teen pop']",69,0.749,0.319,2.0,-9.946,1.0,0.0771,0.82,0.0,0.0993,0.216,116.828,215981.0
Rx Papi,12 Stout Street,7x8O57b6oXzmbwANbSy2wq,63,56gMovAlFdnmrDk2BcfUlJ,28652,"['plugg', 'underground hip hop', 'vapor trap']",50,0.471,0.915,4.0,-4.903,0.0,0.234,0.66,0.0,0.221,0.53,131.727,118750.0
Laufey,Love to Keep Me Warm,3bq7dXN7arTdaq8mmKXxob,64,7gW0r5CkdEUMm42w9XpyZO,381776,['gen z singer-songwriter'],67,0.669,0.208,0.0,-12.539,1.0,0.0692,0.97,0.000524,0.106,0.315,139.928,158133.0
Morgan Wallen,Whiskey’d My Way,6HsXpHn2s6S9arU3Wy7ndc,62,4oUHIQIBe0LHzYfvXNW4QM,4325366,"['contemporary country', 'country']",83,0.443,0.518,2.0,-6.373,1.0,0.0266,0.603,0.00225,0.0984,0.323,185.764,180787.0
Adele,All Night Parking (with Erroll Garner) Interlude,496vIKS2INz840xZaKncvR,68,4dpARuHxo51G3z768sgnrY,43981274,"['british soul', 'pop', 'pop soul', 'uk pop']",84,0.734,0.497,8.0,-9.666,1.0,0.166,0.67,2.35e-05,0.194,0.307,127.989,161829.0
Kxllswxtch,YASOPP,5MLlfYP9uZUGqsaPtUAVQe,65,2VDZoCBGjxbHJbnzSX5nP6,101076,"['dark trap', 'oc rap', 'scream rap', 'viral rap']",67,0.878,0.917,1.0,-5.432,0.0,0.247,0.032,0.0,0.121,0.803,74.997,97057.0
"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),4ydmav4vl7hebadtfZtMrg,64,4V8LLVI7PbaPR0K2TGSxFF,9926658,"['hip hop', 'rap']",83,0.467,0.635,7.0,-6.115,1.0,0.154,0.314,4.16e-06,0.844,0.51,127.596,88625.0
PLVTINUM,COFFIN,16Os75rRWEIJeUnMaUEJIv,69,4V2pR2iSd1g0RZCglrP3jn,252604,['alt z'],61,0.752,0.883,6.0,-5.586,1.0,0.26,0.0831,9.93e-05,0.206,0.589,152.998,102353.0
cloudcity,Forgotten Skies,5hY7DPBIJJc0tIBVMBIcIZ,67,3GLqH1P5kbxsIWqCwOwaB8,202,[],52,0.104,0.336,7.0,-23.024,1.0,0.0569,0.148,0.94,0.946,1e-05,85.104,208000.0
Migos,Having Our Way (feat. Drake),2NM0qHzx4Ohy8iXHEEgwlO,65,6oMuImdp5ZcFhWP0ESe6mG,12724753,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",78,0.927,0.538,1.0,-3.917,1.0,0.116,0.0312,0.0,0.0945,0.221,125.983,278191.0
AJR,3 O'Clock Things,7JBORNKYEw0ubz6VyzS6DM,60,6s22t5Y3prQHyaHWUN1R1C,2643135,['modern rock'],75,0.685,0.523,6.0,-8.633,1.0,0.0783,0.0344,0.0,0.161,0.346,94.026,228377.0
Sara Edwards,Contemplation,7J9wquS6KYMs8xStcEYoGr,69,6GiFpBwBuF6ClavjfeRZnt,171,[],51,0.134,0.0243,9.0,-33.182,1.0,0.0367,0.944,0.868,0.111,0.0365,71.802,176473.0
Clinton Kane,CHICKEN TENDIES,0awuNCj9gwJEM0seER22DW,67,7okSU80WTrn4LXlyXYbX3P,780529,"['alt z', 'gen z singer-songwriter', 'pop']",68,0.57,0.689,7.0,-6.242,1.0,0.147,0.358,0.0,0.0819,0.568,100.087,196844.0
Vance Joy,Missing Piece,5YqdiryRmdAzYFlxo43hAJ,68,10exVja0key0uqUkk6LJRT,2703525,"['folk-pop', 'pop']",74,0.628,0.877,0.0,-4.205,1.0,0.046,0.0155,5.97e-06,0.113,0.721,101.992,217408.0
girl in red,Serotonin,7tLTxOJY6cjQz4aJYMs8Nu,67,3uwAm6vQy7kWPS2bciKWx9,5508806,"['bedroom pop', 'indie pop', 'norwegian indie', 'pop']",76,0.58,0.788,2.0,-4.714,1.0,0.259,0.0123,1.84e-05,0.368,0.72,148.992,182426.0
Ryan Celsius Sounds,YKWIM? {slow//reverb},3NLuRwdC33GHNouWUa0CUT,67,2AtYJoC6VmUtkxonmVnbVR,32748,['phonk'],55,0.472,0.468,3.0,-12.875,0.0,0.0385,0.938,0.876,0.334,0.375,113.452,232040.0
Morgan Wallen,Country A$$ Shit,2Q6NVIPwqtosYBXQ0C00d0,62,4oUHIQIBe0LHzYfvXNW4QM,4325366,"['contemporary country', 'country']",83,0.619,0.927,10.0,-3.765,1.0,0.0346,0.0192,0.0,0.138,0.928,137.975,186187.0
Chief Keef,Yes Sir,3v0x0ScI9wcUlPZIdfRETf,63,15iVAtD3s3FsQR4w1v6M0P,3542086,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",73,0.605,0.444,2.0,-7.223,1.0,0.141,0.0185,0.0,0.297,0.115,172.26,248372.0
iamjakehill,I Chose Violence,7l5GAw0cglUUnN7bKAz5ab,66,26JloX1vHxGGrGUVeMItFJ,480188,"['dark trap', 'emo rap', 'pop rap', 'sad rap']",68,0.676,0.717,7.0,-8.641,1.0,0.323,0.323,0.0,0.118,0.451,162.016,139870.0
Young Stoner Life,Came and Saw (feat. Rowdy Rebel),3GkEnNf2RWmdwkA2FfjQ3g,63,1xr2G8Hlx4QWmT9HaUbmoO,95897,"['hip hop', 'rap', 'southern hip hop', 'trap']",63,0.771,0.817,2.0,-6.791,1.0,0.214,0.306,0.0,0.155,0.554,123.952,174413.0
Lovejoy,Taunt,7sYMyRZ4bMyuIY5N3vbA6q,66,33tFkBLsl6f8TjKkV0uF0C,1196680,"['dream smp', 'indie pop']",65,0.482,0.826,7.0,-9.312,1.0,0.104,0.0164,2.7e-05,0.218,0.884,187.025,133000.0
Billie Eilish,Oxytocin,4t2OeILB07eMGTXSUbMPEu,70,6qqNVTkY8uBg9cP3Jd7DAH,72176384,"['art pop', 'electropop', 'pop']",88,0.757,0.598,11.0,-7.777,1.0,0.058,0.0904,0.551,0.15,0.18,124.951,210233.0
